Tag_Number,Hazard_Rat,DBH__cm_,Notes,Max_PDOP,Corr_Type,GPS_Date,GPS_Time,Feat_Name,Datafile,Unfilt_Pos,Filt_Pos,Data_Dicti,Std_Dev,Point_ID
"1335",Healthy,48.0,,1.3,Real-time SBAS Corrected,2022/11/01,04:52:07pm,Tagged_T,KIAHGARD-1101-1.SSF,"48","48",K Campus Trees,0.634528,"1"
"205",Some distress,36.0,,1.3,Real-time SBAS Corrected,2022/11/01,05:12:32pm,Tagged_T,KIAHGARD-1101-1.SSF,"31","31",K Campus Trees,0.785661,"2"
"202",Some distress,66.5,,1.6,Real-time SBAS Corrected,2022/11/01,05:16:35pm,Tagged_T,KIAHGARD-1101-1.SSF,"21","21",K Campus Trees,1.195238,"3"
"238",Healthy,29.0,,1.3,Real-time SBAS Corrected,2022/11/01,05:18:31pm,Tagged_T,KIAHGARD-1101-1.SSF,"12","12",K Campus Trees,0.458792,"4"
"201",Extreme distress,14.3,,1.4,Real-time SBAS Corrected,2022/11/01,05:19:56pm,Tagged_T,KIAHGARD-1101-1.SSF,"19","19",K Campus Trees,0.846975,"5"
"237",Some distress,8.8,,1.3,Real-time SBAS Corrected,2022/11/01,05:22:11pm,Tagged_T,KIAHGARD-1101-1.SSF,"16","16",K Campus Trees,0.555137,"6"
"23",Some distress,34.6,,1.3,Real-time SBAS Corrected,2022/11/01,05:23:34pm,Tagged_T,KIAHGARD-1101-1.SSF,"16","16",K Campus Trees,0.548043,"7"
"239",Some distress,33.5,,1.2,Real-time SBAS Corrected,2022/11/01,05:25:48pm,Tagged_T,KIAHGARD-1101-1.SSF,"12","12",K Campus Trees,0.311215,"8"
"240",Some distress,69.7,,1.4,Uncorrected,2022/11/01,05:27:09pm,Tagged_T,KIAHGARD-1101-1.SSF,"11","11",K Campus Trees,1.535281,"9"
"241",Healthy,46.2,,1.3,Real-time SBAS Corrected,2022/11/01,05:28:47pm,Tagged_T,KIAHGARD-1101-1.SSF,"42","42",K Campus Trees,0.762218,"10"
"242",Healthy,44.0,,1.5,Real-time SBAS Corrected,2022/11/01,05:31:29pm,Tagged_T,KIAHGARD-1101-1.SSF,"26","26",K Campus Trees,0.672511,"11"
"243",Healthy,40.3,,1.4,Real-time SBAS Corrected,2022/11/01,05:33:29pm,Tagged_T,KIAHGARD-1101-1.SSF,"13","13",K Campus Trees,0.482778,"12"
"81",Some distress,73.5,,1.7,Real-time SBAS Corrected,2022/11/01,05:36:53pm,Tagged_T,KIAHGARD-1101-1.SSF,"11","11",K Campus Trees,0.376295,"13"
"82",Healthy,8.0,,1.6,Real-time SBAS Corrected,2022/11/01,05:38:01pm,Tagged_T,KIAHGARD-1101-1.SSF,"15","15",K Campus Trees,0.304241,"14"
"83",Healthy,7.5,,1.6,Real-time SBAS Corrected,2022/11/01,05:39:24pm,Tagged_T,KIAHGARD-1101-1.SSF,"23","23",K Campus Trees,0.510174,"15"
"84",Healthy,7.3,,2.1,Real-time SBAS Corrected,2022/11/01,05:41:30pm,Tagged_T,KIAHGARD-1101-1.SSF,"15","15",K Campus Trees,1.055429,"16"
"85",Some distress,48.3,,2.3,Real-time SBAS Corrected,2022/11/01,05:43:18pm,Tagged_T,KIAHGARD-1101-1.SSF,"31","31",K Campus Trees,2.111871,"17"
"86",Some distress,9.3,,2.1,Real-time SBAS Corrected,2022/11/01,05:45:32pm,Tagged_T,KIAHGARD-1101-1.SSF,"20","20",K Campus Trees,1.373389,"18"
"88",Healthy,21.9,,1.4,Real-time SBAS Corrected,2022/11/01,05:46:58pm,Tagged_T,KIAHGARD-1101-1.SSF,"11","11",K Campus Trees,0.462391,"19"
"87",Healthy,29.8,,1.6,Real-time SBAS Corrected,2022/11/01,05:48:10pm,Tagged_T,KIAHGARD-1101-1.SSF,"13","13",K Campus Trees,0.570232,"20"
"91",Some distress,70.4,,1.8,Real-time SBAS Corrected,2022/11/01,05:49:40pm,Tagged_T,KIAHGARD-1101-1.SSF,"16","16",K Campus Trees,0.790973,"21"
